user_id,age,income,gender,spending_score,visit_count,age_s,income_s,spending_score_s,visit_count_s,pca1,pca2,cluster,user_vec,pca_vec
U0012,53,5952.0,M,37.0,3,1.121906663255578,0.164631090504089,-0.48235346984106453,-0.05391712732436521,0.8325662998851358,0.20067243600625725,4,"[1.121907, 0.164631, -0.482353, -0.053917]","[0.832566, 0.200672]"
U0013,57,8205.0,F,25.0,1,1.4500934888386052,1.2940655597329842,-0.8956251366452525,-1.2260285908975208,1.512258234698907,-0.9060783224599038,4,"[1.450093, 1.294066, -0.895625, -1.226029]","[1.512258, -0.906078]"
U0014,41,2595.0,M,76.0,4,0.1373461865064968,-1.5182413077211225,0.8607794472725462,0.5321386044622126,-1.1852074493664932,1.2305752492026132,0,"[0.137346, -1.518241, 0.860779, 0.532139]","[-1.185207, 1.230575]"
U0015,20,7999.0,F,87.0,6,-1.5856346478043954,1.190797250518092,1.2396118085097185,1.7042500680353683,-0.010726594515759944,0.7583101885532242,2,"[-1.585635, 1.190797, 1.239612, 1.704250]","[-0.010727, 0.758310]"
U0016,39,2728.0,M,86.0,6,-0.026747226285016752,-1.4515680789561676,1.2051725029427027,1.7042500680353683,-0.9957906412809943,2.097677081124829,0,"[-0.026747, -1.451568, 1.205173, 1.704250]","[-0.995791, 2.097677]"
U0017,19,3365.0,F,85.0,0,-1.6676813542001523,-1.1322384043450686,1.1707331973756872,-1.8120843226840988,-2.6966985042173137,-1.1053975378302423,2,"[-1.667681, -1.132238, 1.170733, -1.812084]","[-2.696699, -1.105398]"
U0018,41,6492.0,M,27.0,3,0.1373461865064968,0.43533442533924366,-0.8267465255112211,-0.05391712732436521,0.761950910652476,-0.5110312164692937,4,"[0.137346, 0.435334, -0.826747, -0.053917]","[0.761951, -0.511031]"
U0019,47,2698.0,M,57.0,4,0.6296264248810375,-1.4666071531136762,0.20643264149924867,0.5321386044622126,-0.5871511698091664,1.1046194980674544,0,"[0.629626, -1.466607, 0.206433, 0.532139]","[-0.587151, 1.104619]"
U0020,55,8320.0,F,31.0,3,1.2860000760470918,1.351715344003434,-0.6889893032431584,-0.05391712732436521,1.7699032953208076,-0.10984416573552078,4,"[1.286000, 1.351715, -0.688989, -0.053917]","[1.769903, -0.109844]"
U0021,19,7731.0,F,6.0,1,-1.6676813542001523,1.0564481880443486,-1.5499719424185499,-1.2260285908975208,0.3579869202091654,-2.671683268837225,3,"[-1.667681, 1.056448, -1.549972, -1.226029]","[0.357987, -2.671683]"
U0022,38,2395.0,F,91.0,4,-0.10879393268077353,-1.618501802104513,1.377369030777781,0.5321386044622126,-1.6332946002692752,1.4113833183163056,0,"[-0.108794, -1.618502, 1.377369, 0.532139]","[-1.633295, 1.411383]"
U0023,50,8588.0,F,40.0,2,0.8757665440683078,1.4860644064771773,-0.3790355531400175,-0.639972859110943,1.3091066136124203,-0.5601542822417784,4,"[0.875767, 1.486064, -0.379036, -0.639973]","[1.309107, -0.560154]"
U0024,29,6171.0,M,98.0,2,-0.8472142902425845,0.27441633185390174,1.6184441697468908,-0.639972859110943,-1.2826756139938342,-0.03240601872987848,2,"[-0.847214, 0.274416, 1.618444, -0.639973]","[-1.282676, -0.032406]"
U0025,39,6360.0,F,12.0,7,-0.026747226285016752,0.36916249904620585,-1.343336109016456,2.290305799821946,1.7323802237220949,0.7089968475655779,1,"[-0.026747, 0.369162, -1.343336, 2.290306]","[1.732380, 0.708997]"
U0026,42,4502.0,M,53.0,2,0.21939289290225358,-0.562257493775493,0.06867541923118603,-0.639972859110943,-0.519366410708928,-0.15259476290792626,0,"[0.219393, -0.562257, 0.068675, -0.639973]","[-0.519366, -0.152595]"
U0027,44,3819.0,M,71.0,6,0.3834863056937671,-0.9046470820947718,0.6885829194374679,1.7042500680353683,-0.19229748260946175,1.8896366577514516,0,"[0.383486, -0.904647, 0.688583, 1.704250]","[-0.192297, 1.889637]"
U0028,59,2717.0,F,10.0,4,1.6141869016301187,-1.4570824061472543,-1.4122147201504873,0.5321386044622126,0.7157597107049897,0.7104950687771482,0,"[1.614187, -1.457082, -1.412215, 0.532139]","[0.715760, 0.710495]"
U0029,45,4782.0,M,45.0,4,0.4655330120895239,-0.4218928016387461,-0.20683902530493925,0.5321386044622126,0.22800118125732724,0.5628121888600328,0,"[0.465533, -0.421893, -0.206839, 0.532139]","[0.228001, 0.562812]"
U0030,33,6946.0,M,17.0,2,-0.5190274646595574,0.6629257475895404,-1.1711395811813776,-0.639972859110943,0.6048810678033699,-1.4463351612850601,3,"[-0.519027, 0.662926, -1.171140, -0.639973]","[0.604881, -1.446335]"
U0031,32,5577.0,M,26.0,1,-0.6010741710553141,-0.023357336464768397,-0.8611858310782368,-1.2260285908975208,-0.2353386074767379,-1.5487802190971296,3,"[-0.601074, -0.023357, -0.861186, -1.226029]","[-0.235339, -1.548780]"
U0032,20,7486.0,M,85.0,4,-1.5856346478043954,0.933629082424695,1.1707331973756872,0.5321386044622126,-0.5405400981491937,0.004280583244112222,2,"[-1.585635, 0.933629, 1.170733, 0.532139]","[-0.540540, 0.004281]"
U0033,54,2143.0,F,92.0,4,1.203953369651335,-1.7448300250275852,1.4118083363447966,0.5321386044622126,-1.1618390282106834,2.0802101558866366,0,"[1.203953, -1.744830, 1.411808, 0.532139]","[-1.161839, 2.080210]"
U0034,24,6980.0,F,62.0,3,-1.2574478222213683,0.6799700316347167,0.37862916933432694,-0.05391712732436521,-0.3356061653096074,-0.5895648019039128,2,"[-1.257448, 0.679970, 0.378629, -0.053917]","[-0.335606, -0.589565]"
U0035,38,5140.0,F,46.0,3,-0.10879393268077353,-0.2424265166924769,-0.1723997197379236,-0.05391712732436521,-0.12744871643625072,-0.12167608413791998,3,"[-0.108794, -0.242427, -0.172400, -0.053917]","[-0.127449, -0.121676]"
U0036,26,6491.0,F,64.0,2,-1.0933544094298548,0.4348331228673267,0.44750778046835826,-0.639972859110943,-0.6588394340500722,-0.8068650791902338,2,"[-1.093354, 0.434833, 0.447508, -0.639973]","[-0.658839, -0.806865]"
U0037,56,4938.0,M,2.99,4,1.3680467824428484,-0.3436896160197014,-1.653634252175267,0.5321386044622126,1.4466788889452202,0.20480823940324477,1,"[1.368047, -0.343690, -1.653634, 0.532139]","[1.446679, 0.204808]"
U0038,35,7588.0,M,54.0,3,-0.35493405186804383,0.9847619345602242,0.10311472479820169,-0.05391712732436521,0.39829022183808976,-0.38019578012401156,4,"[-0.354934, 0.984762, 0.103115, -0.053917]","[0.398290, -0.380196]"
U0039,21,5636.0,F,65.0,6,-1.5035879414086388,0.0062195093783318335,0.48194708603537395,1.7042500680353683,-0.32176111106445904,0.6737613720573357,2,"[-1.503588, 0.006220, 0.481947, 1.704250]","[-0.321761, 0.673761]"
U0040,42,5222.0,F,51.0,2,0.21939289290225358,-0.20131971399528673,-0.0002031919028452859,-0.639972859110943,-0.2527921143206272,-0.2738134499653638,4,"[0.219393, -0.201320, -0.000203, -0.639973]","[-0.252792, -0.273813]"
U0041,31,3167.0,F,53.0,1,-0.683120877451071,-1.2314962937846252,0.06867541923118603,-1.2260285908975208,-1.538756410454426,-0.8113378297584934,3,"[-0.683121, -1.231496, 0.068675, -1.226029]","[-1.538756, -0.811338]"
U0042,26,4616.0,M,36.0,1,-1.0933544094298548,-0.5051090119769603,-0.5167927754080802,-1.2260285908975208,-0.9405619622745998,-1.4860776775791233,3,"[-1.093354, -0.505109, -0.516793, -1.226029]","[-0.940562, -1.486078]"
U0043,43,3062.0,F,26.0,1,0.30143959929801034,-1.2841330533359054,-0.8611858310782368,-1.2260285908975208,-0.6452261292556108,-0.8259414992679712,0,"[0.301440, -1.284133, -0.861186, -1.226029]","[-0.645226, -0.825941]"
U0044,19,4156.0,F,29.0,5,-1.6676813542001523,-0.7357081490587587,-0.7578679143771898,1.1181943362487905,-0.40087985680143345,-0.275520163460902,3,"[-1.667681, -0.735708, -0.757868, 1.118194]","[-0.400880, -0.275520]"
U0045,37,7161.0,F,21.0,3,-0.19084063907653032,0.7707057790516852,-1.033382358913315,-0.05391712732436521,0.9436545270850204,-0.8544659040912757,3,"[-0.190841, 0.770706, -1.033382, -0.053917]","[0.943655, -0.854466]"
U0046,45,7305.0,M,11.0,3,0.4655330120895239,0.8428933350077265,-1.3777754145834717,-0.05391712732436521,1.459644698204265,-0.7434124282981108,1,"[0.465533, 0.842893, -1.377775, -0.053917]","[1.459645, -0.743412]"
U0047,24,4982.0,M,40.0,1,-1.2574478222213683,-0.32163230725535547,-0.3790355531400175,-1.2260285908975208,-0.9691095959970295,-1.533776589793907,3,"[-1.257448, -0.321632, -0.379036, -1.226029]","[-0.969110, -1.533777]"
U0048,25,8541.0,M,11.0,3,-1.1754011158256117,1.4625031902970804,-1.3777754145834717,-0.05391712732436521,1.1408944779084433,-1.6650162966836413,3,"[-1.175401, 1.462503, -1.377775, -0.053917]","[1.140894, -1.665016]"
U0049,52,5294.0,M,36.0,2,1.0398599568598212,-0.16522593601726612,-0.5167927754080802,-0.639972859110943,0.40398706199650525,-0.16790387590552727,4,"[1.039860, -0.165226, -0.516793, -0.639973]","[0.403987, -0.167904]"
U0050,31,6729.0,M,59.0,5,-0.683120877451071,0.5541431111835615,0.27531125263328,1.1181943362487905,0.29255461854628917,0.434791275273896,2,"[-0.683121, 0.554143, 0.275311, 1.118194]","[0.292555, 0.434791]"
U0051,34,3156.0,M,39.0,4,-0.4369807582638006,-1.2370106209757117,-0.4134748587070332,0.5321386044622126,-0.5716223336243456,0.21778563342528576,0,"[-0.436981, -1.237011, -0.413475, 0.532139]","[-0.571622, 0.217786]"
U0052,53,7334.0,M,99.0,7,1.121906663255578,0.8574311066933181,1.6528834753139063,2.290305799821946,0.9331768088329101,2.7251338413846065,1,"[1.121907, 0.857431, 1.652883, 2.290306]","[0.933177, 2.725134]"
U0053,57,2732.0,M,54.0,2,1.4500934888386052,-1.4495628690684998,0.10311472479820169,-0.639972859110943,-0.5676077142134597,0.6560543574771086,0,"[1.450093, -1.449563, 0.103115, -0.639973]","[-0.567608, 0.656054]"
U0054,21,6330.0,F,98.0,4,-1.5035879414086388,0.35412342488869725,1.6184441697468908,0.5321386044622126,-1.1139120870237138,0.4163243369285499,2,"[-1.503588, 0.354123, 1.618444, 0.532139]","[-1.113912, 0.416324]"
U0055,19,8801.0,F,55.0,4,-1.6676813542001523,1.5928418329954883,0.13755403036521735,0.5321386044622126,0.3978971218421833,-0.7366631796710073,2,"[-1.667681, 1.592842, 0.137554, 0.532139]","[0.397897, -0.736663]"
U0056,23,6846.0,M,24.0,5,-1.3394945286171251,0.612795500397845,-0.9300644422122681,1.1181943362487905,0.6919310385996461,-0.528065765595058,3,"[-1.339495, 0.612796, -0.930064, 1.118194]","[0.691931, -0.528066]"
U0057,59,8731.0,M,22.0,4,1.6141869016301187,1.5577506599613016,-0.9989430533462994,0.5321386044622126,2.411572365874658,0.22175693830372456,1,"[1.614187, 1.557751, -0.998943, 0.532139]","[2.411572, 0.221757]"
U0058,21,2953.0,F,69.0,4,-1.5035879414086388,-1.3387750227748532,0.6197043083034366,0.5321386044622126,-1.6544862579110817,0.28456457482668895,2,"[-1.503588, -1.338775, 0.619704, 0.532139]","[-1.654486, 0.284565]"
U0059,46,4539.0,M,56.0,0,0.5475797184852806,-0.5437093023145657,0.171993335932233,-1.8120843226840988,-0.8236824098329284,-0.7248815833622793,4,"[0.547580, -0.543709, 0.171993, -1.812084]","[-0.823682, -0.724882]"
U0060,35,5324.0,M,33.0,3,-0.35493405186804383,-0.15018686185975752,-0.6201106921091272,-0.05391712732436521,0.06468835687839684,-0.496955833622837,3,"[-0.354934, -0.150187, -0.620111, -0.053917]","[0.064688, -0.496956]"
U0061,43,5301.0,M,36.0,6,0.30143959929801034,-0.16171681871384744,-0.5167927754080802,1.7042500680353683,0.8918519422674495,1.0378089469674503,1,"[0.301440, -0.161717, -0.516793, 1.704250]","[0.891852, 1.037809]"
U0062,51,3542.0,F,20.0,2,0.9578132504640645,-1.0435078668157678,-1.0678216644803307,-0.639972859110943,0.10554538099674181,-0.292488994002483,0,"[0.957813, -1.043508, -1.067822, -0.639973]","[0.105545, -0.292489]"
U0063,27,7293.0,F,83.0,5,-1.011307703034098,0.836877705344723,1.1018545862416558,1.1181943362487905,-0.11398375620305573,0.6511060773833212,2,"[-1.011308, 0.836878, 1.101855, 1.118194]","[-0.113984, 0.651106]"
U0064,53,7772.0,F,99.0,3,1.121906663255578,1.0770015893929437,1.6528834753139063,-0.05391712732436521,0.2664153844118982,1.1177847033345563,4,"[1.121907, 1.077002, 1.652883, -0.053917]","[0.266415, 1.117785]"
U0065,31,3191.0,F,81.0,3,-0.683120877451071,-1.2194650344586184,1.0329759751076244,-0.05391712732436521,-1.6456650436337736,0.4746425268493757,2,"[-0.683121, -1.219465, 1.032976, -0.053917]","[-1.645665, 0.474643]"
U0066,48,8313.0,F,62.0,2,0.7116731312767942,1.3482062267000152,0.37862916933432694,-0.639972859110943,0.7433038011898859,-0.20398752944210044,4,"[0.711673, 1.348206, 0.378629, -0.639973]","[0.743304, -0.203988]"
U0067,32,7512.0,M,98.0,6,-0.6010741710553141,0.9466629466945358,1.6184441697468908,1.7042500680353683,0.05829718871698999,1.4820235373333934,2,"[-0.601074, 0.946663, 1.618444, 1.704250]","[0.058297, 1.482024]"
U0068,25,4993.0,F,73.0,5,-1.1754011158256117,-0.316117980064269,0.7574615305714992,1.1181943362487905,-0.733765184817109,0.6616775216476326,2,"[-1.175401, -0.316118, 0.757462, 1.118194]","[-0.733765, 0.661678]"
U0069,31,8938.0,M,26.0,3,-0.683120877451071,1.6615202716481108,-0.8611858310782368,-0.05391712732436521,1.203972042987203,-1.2051889400139726,3,"[-0.683121, 1.661520, -0.861186, -0.053917]","[1.203972, -1.205189]"
U0070,40,4681.0,M,66.0,4,0.055299480110740026,-0.4725243513023583,0.5163863916023896,0.5321386044622126,-0.37075734136879807,0.7638333979676685,0,"[0.055299, -0.472524, 0.516386, 0.532139]","[-0.370757, 0.763833]"
U0071,57,3217.0,F,73.0,3,1.4500934888386052,-1.2064311701887775,0.7574615305714992,-0.05391712732436521,-0.5626939765983192,1.3346166816561618,0,"[1.450093, -1.206431, 0.757462, -0.053917]","[-0.562694, 1.334617]"
U0072,38,3540.0,F,73.0,0,-0.10879393268077353,-1.0445104717596019,0.7574615305714992,-1.8120843226840988,-1.7417550692714905,-0.6075980143288129,0,"[-0.108794, -1.044510, 0.757462, -1.812084]","[-1.741755, -0.607598]"
U0073,33,8172.0,M,40.0,5,-0.5190274646595574,1.2775225781597248,-0.3790355531400175,1.1181943362487905,1.175327896441222,-0.004080151442719869,1,"[-0.519027, 1.277523, -0.379036, 1.118194]","[1.175328, -0.004080]"
U0074,35,5236.0,M,17.0,4,-0.35493405186804383,-0.19430147938844938,-1.1711395811813776,0.5321386044622126,0.534106573480735,-0.38959183347418186,3,"[-0.354934, -0.194301, -1.171140, 0.532139]","[0.534107, -0.389592]"
U0075,41,7541.0,M,2.99,6,0.1373461865064968,0.9612007183801274,-1.653634252175267,1.7042500680353683,2.1452658280841894,0.09428636842321318,1,"[0.137346, 0.961201, -1.653634, 1.704250]","[2.145266, 0.094286]"
U0076,43,4386.0,F,89.0,2,0.30143959929801034,-0.6204085805178595,1.3084904196437497,-0.639972859110943,-1.1864240350457058,0.5567357754028631,0,"[0.301440, -0.620409, 1.308490, -0.639973]","[-1.186424, 0.556736]"
U0077,42,5719.0,F,61.0,3,0.21939289290225358,0.04782761454743894,0.3441898637673113,-0.05391712732436521,-0.077623849745079,0.2391186837612647,4,"[0.219393, 0.047828, 0.344190, -0.053917]","[-0.077624, 0.239119]"
U0078,58,7615.0,F,43.0,2,1.532140195234362,0.9982971013019819,-0.27571763643897057,-0.639972859110943,1.2285169256122597,-0.08045426323742456,4,"[1.532140, 0.998297, -0.275718, -0.639973]","[1.228517, -0.080454]"
U0079,46,3388.0,F,42.0,3,0.5475797184852806,-1.1207084474909788,-0.3101569420059862,-0.05391712732436521,-0.3269983276071401,0.32196733450513,0,"[0.547580, -1.120708, -0.310157, -0.053917]","[-0.326998, 0.321967]"
U0080,32,3856.0,F,25.0,1,-0.6010741710553141,-0.8860988906338446,-0.8956251366452525,-1.2260285908975208,-0.7656311767310492,-1.364508531455502,3,"[-0.601074, -0.886099, -0.895625, -1.226029]","[-0.765631, -1.364509]"
U0081,18,3365.0,M,39.0,5,-1.7497280605959091,-1.1322384043450686,-0.4134748587070332,1.1181943362487905,-0.8736743376124072,-0.03878283165122051,3,"[-1.749728, -1.132238, -0.413475, 1.118194]","[-0.873674, -0.038783]"
U0082,42,2499.0,F,35.0,5,0.21939289290225358,-1.56636634502515,-0.5512320809750958,1.1181943362487905,-0.22039616357384903,0.9215271717347733,0,"[0.219393, -1.566366, -0.551232, 1.118194]","[-0.220396, 0.921527]"
U0083,24,3680.0,M,3.0,3,-1.2574478222213683,-0.9743281256912284,-1.653289859119597,-0.05391712732436521,-0.2968668563502886,-1.2777791623999535,3,"[-1.257448, -0.974328, -1.653290, -0.053917]","[-0.296867, -1.277779]"
U0084,26,2510.0,M,44.0,3,-1.0933544094298548,-1.5608520178340635,-0.2412783308719549,-0.05391712732436521,-1.3568351586224279,-0.314379328105297,3,"[-1.093354, -1.560852, -0.241278, -0.053917]","[-1.356835, -0.314379]"
U0085,41,6312.0,M,51.0,2,0.1373461865064968,0.3450999803941921,-0.0002031919028452859,-0.639972859110943,0.05913806590941994,-0.4408867602752458,4,"[0.137346, 0.345100, -0.000203, -0.639973]","[0.059138, -0.440887]"
U0086,18,3324.0,F,94.0,4,-1.7497280605959091,-1.1527918056936637,1.480686947478828,0.5321386044622126,-2.1054155772149863,0.580644944671339,2,"[-1.749728, -1.152792, 1.480687, 0.532139]","[-2.105416, 0.580645]"
U0087,25,3155.0,F,98.0,2,-1.1754011158256117,-1.2375119234476286,1.6184441697468908,-0.639972859110943,-2.3869798790899135,0.16726925800871664,2,"[-1.175401, -1.237512, 1.618444, -0.639973]","[-2.386980, 0.167269]"
U0088,41,3827.0,F,12.0,4,0.1373461865064968,-0.9006366623194363,-1.343336109016456,0.5321386044622126,0.391135206555503,-0.0821730836978989,3,"[0.137346, -0.900637, -1.343336, 0.532139]","[0.391135, -0.082173]"
U0089,28,5141.0,M,19.0,2,-0.9292609966383413,-0.24192521422055993,-1.1022609700473465,-0.639972859110943,-0.18589309799005185,-1.3914789226063393,3,"[-0.929261, -0.241925, -1.102261, -0.639973]","[-0.185893, -1.391479]"
U0090,34,5486.0,M,44.0,3,-0.4369807582638006,-0.06897586140921112,-0.2412783308719549,-0.05391712732436521,-0.12270986558668387,-0.3541160270622669,3,"[-0.436981, -0.068976, -0.241278, -0.053917]","[-0.122710, -0.354116]"
U0091,25,3810.0,M,59.0,2,-1.1754011158256117,-0.9091588043420245,0.27531125263328,-0.639972859110943,-1.4569283931497923,-0.6214194057261221,2,"[-1.175401, -0.909159, 0.275311, -0.639973]","[-1.456928, -0.621419]"
U0092,52,8588.0,M,49.0,4,1.0398599568598212,1.4860644064771773,-0.06908180303687661,0.5321386044622126,1.6171810394443473,0.4595834187820545,1,"[1.039860, 1.486064, -0.069082, 0.532139]","[1.617181, 0.459583]"
U0093,52,4923.0,M,61.0,1,1.0398599568598212,-0.3512091530984557,0.3441898637673113,-1.2260285908975208,-0.3782229875246561,-0.057037098896738664,4,"[1.039860, -0.351209, 0.344190, -1.226029]","[-0.378223, -0.057037]"
U0094,50,7301.0,M,17.0,4,0.8757665440683078,0.8408881251200587,-1.1711395811813776,0.5321386044622126,1.727244449949981,-0.050471606505878015,1,"[0.875767, 0.840888, -1.171140, 0.532139]","[1.727244, -0.050472]"
U0095,22,4214.0,F,74.0,5,-1.421541235012882,-0.7066326056875755,0.7919008361385149,1.1181943362487905,-1.1075931607340805,0.6551688679263821,2,"[-1.421541, -0.706633, 0.791901, 1.118194]","[-1.107593, 0.655169]"
U0096,59,6186.0,F,57.0,1,1.6141869016301187,0.28193586893265604,0.20643264149924867,-1.2260285908975208,0.347992735829691,-0.006990769997937438,4,"[1.614187, 0.281936, 0.206433, -1.226029]","[0.347993, -0.006991]"
U0097,56,2713.0,F,55.0,2,1.3680467824428484,-1.459087616034922,0.13755403036521735,-0.639972859110943,-0.6278023603942366,0.6377287339667715,0,"[1.368047, -1.459088, 0.137554, -0.639973]","[-0.627802, 0.637729]"
U0098,58,7977.0,F,47.0,2,1.532140195234362,1.179768596135919,-0.13796041417090793,-0.639972859110943,1.269981812336921,-0.05006668161123962,4,"[1.532140, 1.179769, -0.137960, -0.639973]","[1.269982, -0.050067]"
U0099,45,5602.0,M,12.0,4,0.4655330120895239,-0.01082477466684457,-1.343336109016456,0.5321386044622126,1.0997150942592033,-0.13581406938296217,1,"[0.465533, -0.010825, -1.343336, 0.532139]","[1.099715, -0.135814]"
U0100,24,6134.0,M,62.0,5,-1.2574478222213683,0.25586814039297445,0.37862916933432694,1.1181943362487905,-0.20216033192667723,0.2878917981368772,2,"[-1.257448, 0.255868, 0.378629, 1.118194]","[-0.202160, 0.287892]"
U0101,26,5522.0,F,80.0,5,-1.0933544094298548,-0.050928972420200815,0.9985366695406088,1.1181943362487905,-0.658880101820345,0.765960692202004,2,"[-1.093354, -0.050929, 0.998537, 1.118194]","[-0.658880, 0.765961]"
U0102,25,6268.0,M,88.0,3,-1.1754011158256117,0.3230426716298462,1.274051114076734,-0.05391712732436521,-1.007793506365979,0.00743530294130046,2,"[-1.175401, 0.323043, 1.274051, -0.053917]","[-1.007794, 0.007435]"
U0103,29,6748.0,F,83.0,1,-0.8472142902425845,0.5636678581499837,1.1018545862416558,-1.2260285908975208,-1.0229116815042445,-0.7629530447134253,2,"[-0.847214, 0.563668, 1.101855, -1.226029]","[-1.022912, -0.762953]"
U0104,51,6849.0,F,8.0,5,0.9578132504640645,0.6142994078135959,-1.4810933312845187,1.1181943362487905,1.9867920130370813,0.26625906291657153,1,"[0.957813, 0.614299, -1.481093, 1.118194]","[1.986792, 0.266259]"
U0105,50,3243.0,F,95.0,4,0.8757665440683078,-1.193397305918937,1.5151262530458438,0.5321386044622126,-1.0091281343994463,1.8502757707745214,0,"[0.875767, -1.193397, 1.515126, 0.532139]","[-1.009128, 1.850276]"
U0106,40,5709.0,M,21.0,4,0.055299480110740026,0.042814589828269405,-1.033382358913315,0.5321386044622126,0.7891866853073929,-0.17822665481002173,1,"[0.055299, 0.042815, -1.033382, 0.532139]","[0.789187, -0.178227]"
U0107,41,3081.0,F,81.0,2,0.1373461865064968,-1.2746083063694833,1.0329759751076244,-0.639972859110943,-1.525908440766891,0.48671381231944916,0,"[0.137346, -1.274608, 1.032976, -0.639973]","[-1.525908, 0.486714]"
U0108,54,7779.0,F,87.0,4,1.203953369651335,1.0805107066963622,1.2396118085097185,0.5321386044622126,0.7278027656828455,1.3257633250429233,4,"[1.203953, 1.080511, 1.239612, 0.532139]","[0.727803, 1.325763]"
U0109,52,8619.0,F,80.0,2,1.0398599568598212,1.5016047831066028,0.9985366695406088,-0.639972859110943,0.6505996749953428,0.24367179371672945,4,"[1.039860, 1.501605, 0.998537, -0.639973]","[0.650600, 0.243672]"
U0110,57,2455.0,M,70.0,0,1.4500934888386052,-1.5884236537894958,0.6541436138704523,-1.8120843226840988,-1.3550226665122547,0.20268971351287987,0,"[1.450093, -1.588424, 0.654144, -1.812084]","[-1.355023, 0.202690]"
U0111,39,6924.0,M,72.0,3,-0.026747226285016752,0.6518970932073673,0.7230222250044835,-0.05391712732436521,-0.003723047040262884,0.18160799293161597,4,"[-0.026747, 0.651897, 0.723022, -0.053917]","[-0.003723, 0.181608]"
U0112,44,2894.0,F,25.0,1,0.3834863056937671,-1.3683518686179534,-0.8956251366452525,-1.2260285908975208,-0.6446611837777951,-0.7856107086125815,0,"[0.383486, -1.368352, -0.895625, -1.226029]","[-0.644661, -0.785611]"
U0113,52,3384.0,M,82.0,4,1.0398599568598212,-1.1227136573786465,1.0674152806746402,0.5321386044622126,-0.6524826483264172,1.674095520682329,0,"[1.039860, -1.122714, 1.067415, 0.532139]","[-0.652483, 1.674096]"
U0114,18,3958.0,M,89.0,1,-1.7497280605959091,-0.8349660384983154,1.3084904196437497,-1.2260285908975208,-2.41561019707644,-0.7520488013852931,2,"[-1.749728, -0.834966, 1.308490, -1.226029]","[-2.415610, -0.752049]"
U0115,52,5072.0,M,12.0,2,1.0398599568598212,-0.2765150847828297,-1.343336109016456,-0.639972859110943,0.7770047810644438,-0.5796950123623845,4,"[1.039860, -0.276515, -1.343336, -0.639973]","[0.777005, -0.579695]"
U0116,54,8530.0,M,15.0,4,1.203953369651335,1.456988863105994,-1.240018192315409,0.5321386044622126,2.2987023715288863,-0.07635512092946557,1,"[1.203953, 1.456989, -1.240018, 0.532139]","[2.298702, -0.076355]"
U0117,31,3996.0,M,59.0,1,-0.683120877451071,-0.8159165445654711,0.27531125263328,-1.2260285908975208,-1.3853607145864346,-0.7994114188351791,2,"[-0.683121, -0.815917, 0.275311, -1.226029]","[-1.385361, -0.799411]"
